district,household_size,monthly_income_npr,land_owned_hectares,crop_diversity_score,livestock_count,distance_to_market_km,remittance_income,education_years_head,meals_per_day,diet_diversity_score,disaster_exposure_count,water_access,food_security_status
Sunsari,6,10702.34769,0.32276488,9,4,30,18658.19433,8,2,5,5,0,1
Jajarkot,1,20392.88775,0.113471286,7,5,11,2232.491565,15,1,9,2,1,1
Dhankuta,3,27296.62758,0.073875196,5,4,29,39084.52241,15,2,7,4,1,1
Bardiya,11,12547.41445,0.518671717,7,5,48,5521.681678,0,3,9,5,1,2
Myagdi,2,40908.74362,0.271802959,8,4,9,12835.87745,12,3,2,2,0,0
Nawalparasi East (Nawalpur),9,41953.5067,0.05023538,9,4,29,5825.374262,3,3,10,1,1,1
Sindhuli,1,20629.71395,1.308151823,2,2,25,9752.199754,9,2,10,1,1,1
Dolpa,9,21902.42081,0.132654746,6,6,43,35120.0959,12,2,1,1,1,2
Terhathum,9,24011.49706,0.828388633,9,0,5,1065.63086,0,3,2,3,1,2
Siraha,8,16361.82722,0.198962484,6,1,26,29104.8625,12,2,6,5,1,2
Udayapur,8,3000,1.005682719,2,0,19,12232.22028,9,3,10,1,1,1
Saptari,11,33639.3551,0.075607955,1,2,27,16407.56223,14,3,7,0,1,1
Kailali,1,28112.99692,0.846528349,3,1,19,862.6423104,14,2,8,3,1,1
Chitwan,11,29749.66648,0.061963534,5,2,11,21494.44605,6,2,11,1,1,2
Mugu,8,18811.14366,0.355347004,7,8,44,2050.676637,13,2,6,3,0,2
Rolpa,10,47967.95999,0.794565196,10,5,20,50209.66614,7,3,6,0,1,1
Rasuwa,3,73806.26543,0.11412881,10,2,29,24088.20942,14,3,3,1,1,1
Surkhet,11,21654.6423,0.201841934,3,1,48,10184.75869,8,3,9,5,1,2
Mugu,7,57395.13822,1.200453602,9,2,9,38688.31741,11,2,11,1,1,0
Kalikot,11,40866.39699,1.298316757,10,5,4,2778.205103,13,3,2,0,1,1
Dolakha,1,35566.71827,0.027585811,4,5,36,71807.51191,1,2,11,1,1,0
Surkhet,1,29494.03621,0.110419032,10,2,7,18925.03753,4,2,5,0,0,1
Surkhet,10,33668.53008,0.074978817,2,4,29,1553.397295,4,3,3,1,1,2
Arghakhanchi,5,53393.45104,0.11884604,3,1,16,11537.195,13,3,1,1,1,0
Rukum East,5,16790.70462,2.107701021,5,1,2,18613.51337,3,3,2,2,1,0
Baglung,8,30599.8923,0.481315685,3,1,20,14240.82167,1,3,6,3,1,0
Darchula,7,54984.00333,0.378793843,5,5,15,8273.396596,0,3,10,4,0,2
Saptari,8,50739.4351,2.498887503,4,2,31,4278.134117,1,3,1,2,1,1
Salyan,6,17038.62498,0.488451891,10,4,26,4081.649116,12,3,11,2,1,1
Jajarkot,6,32078.52996,0.64926186,3,4,5,39249.24339,16,3,2,3,0,0
Terhathum,2,46648.12557,0.24277277,6,5,41,4013.109219,12,2,10,2,1,0
Rukum West,6,45614.84991,0.288871622,8,4,15,49213.27683,16,2,5,0,1,0
Jajarkot,5,50602.15234,0.541446578,4,3,44,3540.124565,4,3,1,2,1,0
Khotang,3,41148.57421,0.043404228,9,3,2,7274.53652,7,3,11,4,1,1
Dadeldhura,6,43831.25037,0.177334107,6,3,39,185.9998425,11,3,11,0,0,0
Bhojpur,8,40484.74275,0.131499695,5,5,19,35017.93971,8,2,10,5,1,1
Rupandehi,9,60275.72924,0.009612628,3,4,39,1653.111568,15,3,4,3,1,1
Dang,1,28251.02113,0.461889005,5,3,6,6631.841301,7,3,5,3,0,1
Syangja,3,35771.05861,0.494025742,5,2,10,27726.68211,6,3,5,3,1,0
Rukum East,3,18760.49868,0.290645794,4,4,28,23545.89961,8,2,5,0,1,1
Siraha,11,15607.65173,0.187781442,6,5,2,27630.10682,11,3,10,3,1,2
Sunsari,8,40199.30722,0.633434923,3,1,20,36819.89732,13,3,9,3,1,1
Lalitpur,1,23413.01974,0.08677909,10,5,31,36298.71906,9,3,9,4,1,1
Sarlahi,5,34077.03035,0.438652787,1,5,29,22077.72913,15,3,5,1,1,0
Dhanusa,3,60883.98897,0.876802118,7,2,38,13099.31868,1,3,6,5,1,0
Mugu,2,59959.00324,0.107689902,7,2,10,12367.61739,5,1,8,1,1,0
Sarlahi,8,70584.71646,0.839650955,4,2,16,195.0557652,10,2,12,1,1,1
Surkhet,3,61202.44013,0.858259381,9,2,24,19232.81394,3,2,7,3,1,0
Dang,7,73448.29107,0.037078424,2,4,49,3855.871454,4,3,6,0,1,1
Kalikot,11,41984.47469,0.011377795,1,3,24,26464.85709,4,3,4,3,1,2
Kavrepalanchok,1,20551.67068,2.188306462,3,1,8,12104.95729,16,2,3,1,1,0
Panchthar,6,18993.71889,0.128943539,7,5,44,65430.86608,4,3,4,4,0,2
Morang,3,57341.28972,1.036052465,9,2,28,3541.028638,10,3,3,3,0,1
Taplejung,8,35826.02404,0.495117271,2,3,14,19281.28785,8,3,8,3,1,1
Surkhet,6,37018.10425,0.184300131,6,0,18,11895.63218,14,2,6,3,0,1
Taplejung,2,26214.86259,0.083536852,3,1,14,40281.1662,2,3,6,0,1,0
Manang,6,28133.21697,0.411914227,5,3,38,4638.565177,15,3,1,4,1,1
Kapilvastu,7,41140.14864,0.313895635,9,2,34,919.1592327,8,2,5,4,1,1
Taplejung,5,18116.42416,0.720159979,3,2,39,11774.51774,5,3,8,4,1,1
Siraha,3,39114.21545,1.407098613,1,3,12,11060.02942,8,2,11,4,0,0
Jumla,4,59177.28312,0.981617263,5,2,15,5603.114689,5,3,2,1,1,1
Humla,4,3000,0.19249687,1,3,2,64618.04023,10,2,3,3,1,2
Mugu,6,10339.00995,1.266847783,8,5,30,1083.906665,1,3,12,5,1,1
Baitadi,10,45809.75938,1.075264449,7,3,0,12642.81962,6,3,9,4,1,1
Dolakha,1,56823.48598,1.588197618,2,5,34,4520.973899,3,2,12,2,1,0
Kanchanpur,11,27161.71632,0.368225549,9,4,15,28.70762827,6,1,4,2,0,2
Nuwakot,4,3028.150159,0.878100106,5,4,0,66155.32684,16,2,11,5,1,1
Siraha,10,57910.78678,0.537390229,7,4,49,9855.493446,3,3,10,1,1,1
Rolpa,4,22022.95757,0.223075544,4,2,13,29193.65489,12,2,12,2,0,1
Bardiya,10,29220.05851,3.114324139,1,2,6,27495.027,3,3,5,2,1,0
Bhaktapur,1,40104.71796,0.023436295,8,5,22,25091.92631,12,2,12,2,1,0
Baitadi,9,24337.06605,0.106237498,1,5,34,9215.518367,0,3,12,1,1,2
Rupandehi,4,20981.92437,1.338395147,3,1,28,33939.84223,1,3,11,3,0,1
Kalikot,7,21275.19692,0.037484612,6,3,21,6865.725166,6,3,7,1,0,2
Baitadi,3,64726.85697,1.307269022,8,8,15,7873.536539,16,1,5,0,1,0
Siraha,10,53553.81741,0.753626106,8,3,28,4429.771207,6,3,2,0,1,2
Kapilvastu,3,44192.27745,0.022424271,2,6,5,8915.420514,12,3,7,2,1,0
Tanahun,8,3000,0.336556033,9,1,17,64576.20925,16,3,11,2,1,1
Gorkha,8,44251.07032,0.842605288,4,3,28,12773.02555,0,2,6,3,0,1
Kavrepalanchok,11,43387.20333,0.524945746,4,2,24,26676.52696,1,1,11,5,1,2
Ilam,1,14549.86976,1.648117891,2,1,44,4584.491752,5,3,9,2,1,1
Baitadi,10,39139.36214,1.213356159,1,2,1,46826.47215,11,3,2,0,1,0
Manang,2,51823.87994,0.242662254,10,3,43,198.9113276,12,2,2,2,1,1
Rukum East,8,44109.8547,0.053054316,7,4,31,39941.53972,8,3,8,3,1,1
Ilam,1,24117.28957,1.732202489,10,2,35,34242.3091,16,2,10,0,0,0
Sarlahi,8,35212.23429,0.436999514,3,2,31,1045.979218,7,3,11,2,1,1
Surkhet,8,46685.7109,0.046386322,4,3,40,13927.22336,7,3,1,3,0,2
Taplejung,2,35951.23255,1.017571655,9,5,19,23073.79535,10,3,8,3,1,0
Baitadi,4,55068.55823,1.217278581,6,3,36,7757.884747,7,2,5,0,1,0
Okhaldhunga,6,41330.90491,0.612032581,1,3,41,1445.306543,12,2,1,0,1,1
Siraha,11,47046.76264,0.355990844,9,2,37,26526.49829,0,3,10,5,0,1
Sindhupalchok,9,48142.41035,0.651132831,9,1,32,9424.395819,14,2,11,0,1,1
Sankhuwasabha,8,17933.07675,0.735902229,5,3,4,4582.601925,5,1,1,3,1,2
Chitwan,8,35799.77657,1.34112388,8,4,5,1102.364168,5,3,6,0,1,0
Sindhupalchok,7,29682.32842,1.872256169,7,2,21,15331.93061,12,2,12,0,0,0
Morang,9,51701.53592,0.433324337,8,1,20,648.3396859,1,3,10,3,1,1
Pyuthan,2,42411.72875,0.961163261,9,5,18,23488.05358,16,2,11,5,1,0
Mustang,3,31988.60061,2.003095081,2,2,42,22094.26366,0,3,2,3,1,0
Gorkha,10,14490.37754,0.098389651,10,2,14,5849.990594,13,2,2,0,1,2
Gorkha,8,9449.466686,0.011062141,5,5,33,9588.050273,15,3,1,0,1,2
Jumla,6,39965.48192,1.219368871,8,1,46,16594.50878,14,3,1,0,0,0
Rolpa,10,23524.59716,0.130351562,3,3,6,47958.12996,8,3,4,5,1,2
Gulmi,9,45658.02349,0.026044429,6,6,16,11014.2579,7,3,5,3,1,1
Morang,10,8709.755759,0.104680706,6,4,43,85615.67897,14,1,4,4,0,2
Kanchanpur,4,60487.21917,0.290816926,7,6,43,5897.989869,9,2,6,1,1,0
Dolpa,8,45621.82544,0.148512236,3,0,4,11213.79537,1,3,8,2,1,0
Gorkha,10,36586.96144,0.21852506,8,3,38,1842.951326,1,2,11,1,1,2
Syangja,3,61928.94298,2.220426739,8,5,1,12193.81858,11,3,11,5,1,0
Doti,3,50174.68695,0.731260107,9,3,26,11528.19286,9,3,2,3,0,1
Gulmi,8,27399.94818,0.747276446,8,4,44,28338.65769,11,1,1,4,1,2
Palpa,5,36241.22096,0.059683646,3,1,23,85047.60535,6,3,2,5,0,1
Bhaktapur,3,3571.611203,0.79028125,6,7,40,64222.5283,1,2,10,3,1,1
Sunsari,10,52027.04497,0.806733016,9,2,46,4043.727041,0,2,11,0,1,2
Morang,11,30264.77315,0.646835998,1,4,27,6197.444871,1,2,6,5,1,2
Nawalparasi West (Parasi),1,3364.402476,0.155601623,3,4,46,4816.659495,16,3,11,2,1,1
Sankhuwasabha,3,16090.58289,0.32998543,2,1,0,3341.14606,7,2,4,1,1,1
Mustang,9,48934.59278,1.12355967,8,3,20,2440.184368,11,1,7,3,0,2
Terhathum,5,60820.84344,0.665564286,6,3,27,10753.73169,1,2,2,4,1,1
Nuwakot,10,35326.8083,0.791784725,10,6,2,30894.44047,8,2,1,0,1,1
Doti,2,19287.17853,0.531128781,8,4,29,13369.12751,16,3,5,4,0,1
Manang,7,12268.00497,0.358251387,2,3,0,30913.84906,16,2,9,2,1,1
Dhankuta,2,57633.83389,0.853904507,6,3,44,48094.81004,9,3,6,4,0,0
Dadeldhura,4,42191.48446,0.042205721,7,3,46,7246.732331,12,3,6,4,0,1
Surkhet,7,29717.76607,0.67097206,8,3,44,27087.97997,4,3,1,0,1,1
Bhaktapur,4,25907.65142,3.527848263,9,4,17,806.3166861,13,2,1,4,1,1
Myagdi,7,45749.2742,0.909000312,5,3,48,9839.885326,13,2,4,0,0,1
Ramechhap,7,45309.09591,0.205970581,3,1,32,6890.0276,14,3,2,2,0,1
Myagdi,1,20654.64938,0.195288098,2,4,14,3438.403125,4,2,3,3,0,2
Ilam,6,16722.04015,0.660161696,8,5,23,8654.289345,5,3,11,0,1,1
Bajhang,9,17529.55687,1.357178392,1,5,35,8796.781793,8,1,6,5,1,2
Sindhupalchok,2,27508.40671,0.517578525,10,3,33,24796.11365,8,3,10,5,1,1
Humla,3,23963.43274,0.449706452,6,3,25,30479.05296,3,1,1,3,0,2
Arghakhanchi,10,60889.47229,0.104886476,2,5,39,16048.2046,0,2,11,1,0,2
Myagdi,5,26939.51004,0.754122443,3,3,21,15051.77461,14,3,12,4,0,0
Sindhupalchok,9,15005.33683,0.726998625,8,2,15,1751.081443,13,2,12,3,1,2
Kavrepalanchok,4,15904.04095,2.045865505,1,3,39,12844.23493,0,2,11,4,1,1
Kalikot,1,32056.45438,0.214169718,6,1,41,4812.271201,5,2,10,0,1,0
Kaski,4,5846.014032,0.847448667,3,4,15,5238.314654,7,1,2,4,1,2
Morang,6,34038.06858,0.341565906,6,5,4,1493.570449,2,2,4,2,1,0
Dang,5,13620.64799,0.49050938,3,3,5,15153.58889,16,2,6,5,1,0
Sunsari,1,53537.76587,1.017173505,8,3,41,13149.14356,4,3,3,3,1,1
Kavrepalanchok,4,36864.99759,0.150613432,5,1,23,3732.162982,6,3,9,4,1,1
Lalitpur,6,68936.37762,0.251922896,4,2,29,4578.262318,16,3,10,3,1,0
Dhanusa,10,31348.79073,0.89049958,9,2,36,22242.1573,14,3,4,3,1,1
Kalikot,10,3000,0.507021334,5,6,31,23620.71934,15,2,7,2,1,1
Sunsari,4,58322.89921,0.058186066,4,5,18,10191.16872,12,2,11,0,1,0
Dailekh,9,43030.77054,0.337467032,8,4,44,2420.19477,6,3,5,4,0,2
Sarlahi,5,45510.52606,0.530052131,8,6,27,857.961095,14,3,6,1,1,0
Arghakhanchi,8,18958.66256,1.441558073,8,4,46,4750.873697,4,1,9,3,1,2
Morang,9,34314.43111,0.1253137,4,1,7,19706.02171,11,3,9,0,1,0
Jumla,10,37983.374,0.983792831,1,6,42,13775.01599,9,3,6,1,0,1
Sarlahi,5,31194.87012,0.083988073,2,2,0,18993.40339,9,2,2,3,1,1
Panchthar,6,7250.194796,0.166429703,4,2,3,9572.727001,6,3,9,1,1,2
Achham,1,79299.07277,0.16730784,10,3,21,21079.4596,14,2,11,4,1,0
Kathmandu,11,48373.26781,1.25968466,2,5,21,9832.159105,8,3,2,4,1,2
Rukum East,7,41729.34475,0.133149852,10,3,29,1316.3253,5,2,2,5,1,2
Siraha,4,56022.16994,0.92776725,3,3,26,1248.413911,10,2,2,3,1,1
Baitadi,11,45307.07538,0.371722309,9,1,26,26712.53501,5,3,7,3,0,1
Morang,2,24164.75392,4.201746029,9,2,12,14898.56213,14,1,11,5,1,0
Rasuwa,5,54996.52413,1.096151634,9,3,38,4909.385752,12,1,4,4,1,0
Rukum East,3,48635.45611,0.807559505,7,1,26,21231.24095,5,3,8,0,1,0
Rukum West,6,24771.42692,1.227494081,4,1,38,2188.143002,14,2,8,1,1,0
Kavrepalanchok,8,47640.23469,0.603122993,1,4,37,15544.85288,5,3,1,3,0,2
Siraha,7,31150.87949,1.113403577,3,2,7,68325.64197,15,2,1,3,1,1
Bardiya,3,38335.6512,0.181577412,8,4,11,2438.128882,0,3,4,2,1,0
Tanahun,8,44594.40747,0.061687067,4,4,23,2296.304004,5,2,2,1,0,2
Rukum West,2,56895.96322,0.574161406,10,1,17,9462.008713,15,3,3,5,0,1
Baglung,10,24664.06424,0.342229032,10,3,14,15436.07266,0,2,10,4,0,2
Surkhet,9,40839.39489,0.333536468,2,3,15,403.5757941,6,3,2,5,1,2
Tanahun,4,67251.61962,0.448876171,8,1,32,10387.33831,9,2,10,3,0,1
Udayapur,1,32183.24006,0.269069862,7,3,9,1302.503921,7,2,9,3,0,1
Khotang,8,38144.90844,0.590195202,10,2,46,4142.70264,4,2,6,4,1,2
Mustang,7,67227.68759,0.018627195,9,5,23,18692.64566,3,1,7,1,0,2
Mahottari,11,45199.63955,2.101765502,2,5,44,20140.76345,15,2,6,0,1,0
Panchthar,5,11416.31553,1.551836741,5,6,18,19625.1433,9,3,1,4,1,1
Doti,10,22272.35757,1.642519811,6,3,26,1010.479034,15,2,5,0,1,1
Surkhet,5,46033.26743,0.272481471,2,2,44,23180.27349,7,2,3,3,0,2
Dhanusa,7,41768.07853,0.455432408,2,1,40,8489.975578,0,3,10,0,1,1
Dhankuta,5,37601.27787,1.849174271,10,2,30,9674.202999,8,3,8,0,1,0
Nawalparasi West (Parasi),8,69579.58693,1.395795143,4,1,20,8162.904756,5,3,7,4,0,0
Sunsari,11,25120.2055,0.937087558,8,3,15,29176.00694,12,3,9,5,1,1
Syangja,6,33809.37883,0.313872126,5,4,22,17090.12508,12,1,12,3,1,1
Baglung,5,3590.236649,0.498534824,9,4,13,10397.98298,13,3,1,1,1,1
Panchthar,9,53570.55822,0.944768247,4,1,22,26962.47052,1,1,2,2,1,2
Pyuthan,11,22218.36318,0.191307181,3,1,40,24549.32316,15,3,2,0,1,2
Dhading,2,51914.1883,0.590821034,10,5,17,75.85392866,16,3,1,3,0,1
Kailali,1,50232.4821,1.055927426,8,3,35,9776.623044,15,3,8,2,1,0
Khotang,8,72585.58814,0.73748164,1,0,11,647.4665006,13,3,12,1,1,1
Bhaktapur,3,45388.40922,0.391756908,9,8,36,5504.916139,12,3,4,2,1,0
Kaski,11,29302.61401,0.527120095,4,2,10,24432.16625,15,3,7,1,0,1
Lamjung,7,42257.96736,2.688474341,9,5,4,43250.08327,0,2,10,5,1,0
Terhathum,10,22851.95443,0.552763564,8,3,20,4157.397601,16,2,1,2,1,1
Dolpa,11,40106.56284,0.923996797,3,2,31,324.8699887,0,3,8,1,1,1
Dhanusa,8,31785.55991,0.778102069,3,7,28,7720.906966,9,2,11,5,0,2
Achham,6,33874.58481,0.725372345,9,0,6,6122.204386,4,3,8,0,1,0
Nawalparasi East (Nawalpur),10,20626.13619,0.756048825,3,3,35,16949.97396,6,3,11,2,1,1
Okhaldhunga,9,39807.13696,0.363532227,4,4,39,10249.66589,3,2,10,1,0,1
Myagdi,7,48187.68041,0.385655176,9,4,26,7633.593591,0,3,12,3,1,1
Darchula,10,8566.451285,0.378512286,4,4,5,3911.816772,0,3,3,4,1,2
Makwanpur,5,23982.51755,0.020292069,3,8,37,26445.86587,9,3,9,5,1,1
Sarlahi,8,37688.75471,0.165503748,7,4,3,4283.051365,2,2,5,2,1,1
Jumla,2,3000,0.10074169,6,2,45,844.3491802,4,3,5,5,1,2
Salyan,7,62844.23094,1.305280847,1,1,34,12472.71399,12,3,12,2,1,0
Tanahun,4,23622.22697,0.192924823,10,2,9,5726.567388,8,3,5,2,0,1
Doti,9,19990.5997,0.089408182,8,0,37,18694.60253,7,3,1,2,1,2
Sarlahi,1,31682.52358,0.076541134,1,4,49,1264.942856,10,3,10,4,0,1
Tanahun,7,37197.96542,0.722363352,4,3,29,50857.22896,13,1,2,2,1,1
Kanchanpur,6,22896.43363,0.003661134,6,1,41,3102.743132,7,3,1,5,1,2
Nawalparasi East (Nawalpur),8,50686.61866,0.382405465,6,3,8,6625.485689,9,3,2,0,0,1
Sunsari,5,41395.30463,0.075930815,7,6,15,9836.469261,2,3,9,0,1,0
Surkhet,1,21604.1297,1.13692701,5,4,3,33125.15619,3,3,9,3,1,0
Sindhuli,1,26641.51813,1.908519802,5,1,25,19231.22544,11,3,5,4,0,0
Bajura,9,10731.68486,1.912929648,4,1,28,2346.798061,8,3,4,5,0,2
Jumla,10,14946.54567,0.349999199,6,3,27,8660.188274,10,2,2,3,0,2
Tanahun,6,41201.57325,0.620563039,7,3,10,11743.18577,10,2,6,0,1,0
Taplejung,10,21770.1671,0.549330808,10,7,27,18166.25663,15,3,9,2,0,1
Solukhumbu,5,63868.55125,0.25850566,10,5,43,12722.97559,12,2,8,2,0,0
Kalikot,1,36134.7712,0.35226179,1,7,31,9168.943253,13,2,10,1,0,1
Mugu,6,13354.8252,0.039891416,9,3,23,21757.54363,6,3,4,4,1,1
Rasuwa,6,16706.44342,0.952896625,8,2,41,7123.617612,11,3,6,1,1,1
Banke,3,51847.51511,0.165296795,7,4,38,65342.70279,7,3,11,4,0,1
Gorkha,8,33775.78236,0.370297893,9,2,6,44285.06623,3,3,9,4,0,1
Lamjung,1,50871.91722,0.393072539,3,6,17,18433.22734,16,2,10,2,1,0
Bhojpur,1,29136.19232,0.49355967,10,3,2,32134.04919,1,2,10,2,1,0
Surkhet,6,26036.28652,1.021842605,4,1,43,7492.735246,12,3,11,3,0,0
Palpa,10,52911.15794,0.706361614,7,2,45,13065.10853,6,3,4,0,1,1
Nawalparasi East (Nawalpur),1,21262.76197,0.652715673,6,6,19,4775.318799,9,3,9,0,0,0
Chitwan,6,42824.86613,0.448873183,2,4,33,32525.9673,3,1,12,2,1,1
Nawalparasi East (Nawalpur),1,31611.46223,0.060526186,2,3,29,9552.212691,7,3,8,0,1,1
Jumla,6,49059.57461,0.308507215,10,4,8,11522.70425,12,3,3,4,0,0
Rupandehi,3,64095.7438,1.892370648,7,3,9,29989.22485,13,2,9,0,1,0
Ramechhap,8,28725.15707,3.248651254,9,4,5,23938.83303,16,1,12,5,0,1
Myagdi,6,26245.72578,0.786708006,9,2,16,5823.439489,11,3,5,3,1,0
Sarlahi,11,45652.93422,0.154885584,7,7,14,1372.317872,3,1,1,0,1,2
Sindhuli,1,17687.94248,0.064478066,8,3,32,2652.726064,8,2,11,0,1,2
Bardiya,5,60863.44733,0.321444425,10,4,12,6212.196932,14,1,8,3,1,1
Mahottari,8,58136.3608,1.165152859,3,6,41,5463.929718,14,2,5,3,0,1
Rupandehi,3,19014.08577,0.767787563,1,4,43,585.9554506,5,2,5,2,1,2
Arghakhanchi,6,9670.002889,1.291941919,7,2,21,8486.228247,1,2,2,3,0,2
Udayapur,5,16430.76555,0.573918229,8,6,15,1678.231641,8,2,9,5,1,1
Saptari,6,16674.08576,0.083783741,2,2,33,3744.040145,4,3,6,2,1,2
Makwanpur,10,47828.16903,0.073162269,9,3,2,23231.01193,11,1,11,4,0,2
Taplejung,1,59786.72505,0.029515598,4,2,7,10244.37537,4,3,10,1,1,0
Salyan,7,47642.0194,0.502321355,10,4,19,7001.008051,11,3,12,0,1,0
Solukhumbu,9,31220.92453,0.166945053,9,6,46,3076.521914,14,2,3,3,0,2
Siraha,2,40479.97547,0.795421363,3,2,23,30180.1202,1,2,7,0,0,0
Bardiya,10,21083.55148,0.69549515,8,2,17,35102.71295,10,3,2,4,1,1
Morang,5,52555.32873,0.229732808,2,6,22,10968.28245,16,2,7,1,1,0
Doti,10,41912.46304,0.116734871,3,2,0,38126.86381,9,3,12,3,1,1
Siraha,4,47371.16451,0.06481868,1,1,1,9376.41221,4,3,11,2,1,1
Bajura,6,23359.42877,0.802080435,5,6,4,1701.603929,16,2,2,2,1,1
Sindhupalchok,6,32302.44501,0.359183479,4,4,17,257.7963019,0,3,11,3,0,1
Kathmandu,11,46601.17024,0.234520231,1,4,15,2060.988193,12,3,5,3,1,1
Terhathum,2,58096.20639,1.165492275,10,2,9,14618.98385,1,1,10,4,1,0
Myagdi,2,25270.40385,0.540269943,9,1,28,5804.918094,16,1,10,1,1,1
Terhathum,4,47487.23051,0.437889607,6,4,34,15675.03509,14,3,9,3,0,1
Surkhet,1,23606.85125,0.81609338,6,5,24,10638.42051,7,3,9,2,0,0
Jajarkot,9,68875.10037,1.014333925,2,5,41,6074.76129,1,2,6,1,1,1
Pyuthan,7,28362.80467,0.69515718,7,2,23,3701.55338,7,2,3,3,1,2
Kathmandu,7,45296.08278,0.347897867,9,2,12,1267.751357,4,2,12,1,1,1
Parbat,3,37649.75384,0.286143276,6,3,20,22875.8353,16,2,4,4,1,0
Humla,11,76684.84994,0.886164696,8,7,41,25639.22023,3,1,4,5,0,2
Dhading,3,38678.42573,0.437771142,5,3,42,11695.31573,11,2,9,3,1,0
Mugu,1,26759.10363,0.731220597,2,5,38,2563.509479,5,3,4,3,1,1
Dhanusa,3,45232.1042,1.326544114,4,4,33,4588.282228,4,3,4,1,0,0
Bajhang,3,44875.85387,1.485382416,1,2,18,46564.88464,4,3,5,3,1,0
Gorkha,4,32480.48218,0.19520182,1,0,27,3841.603718,9,3,6,1,0,1
Bhaktapur,4,17483.74617,0.124871651,6,4,26,877.2302905,3,2,8,5,0,2
Sunsari,3,26552.01822,0.18170777,2,0,49,11979.2646,12,2,12,1,1,1
Nawalparasi West (Parasi),10,49103.98317,0.835077932,6,1,25,4555.423087,12,3,1,3,0,2
Mustang,8,7040.81686,0.277276551,1,1,10,47350.81014,16,3,5,2,1,2
Bhojpur,8,31031.26561,0.114252846,10,6,48,12826.80193,16,3,9,4,0,1
Baitadi,1,50917.82275,0.062140935,3,2,34,50639.40851,2,2,10,1,1,1
Rupandehi,7,33504.0605,0.237885252,9,7,19,23097.04279,12,3,4,2,1,0
Rasuwa,11,69779.36223,0.087804264,2,4,11,19260.65966,12,2,8,1,1,1
Kailali,2,7085.596155,0.102027331,8,6,27,26611.5563,2,2,9,2,1,2
Ilam,1,19618.1141,0.690987576,6,5,1,13928.69653,1,1,1,3,1,2
Banke,3,3000,0.011957624,6,1,0,167.753957,14,3,8,4,1,2
Lalitpur,4,66899.04907,0.075034107,7,4,8,7475.177024,2,1,8,2,1,1
Khotang,6,19880.20559,1.116146948,5,3,21,3708.049338,15,3,5,0,0,1
Gorkha,10,3209.259012,1.118265615,4,5,39,8545.706699,9,3,10,1,1,2
Dolpa,5,25209.29097,0.23960944,6,1,26,9538.734726,1,3,2,2,1,1
Mahottari,4,12715.05427,0.055238259,8,3,8,2051.582147,14,3,12,4,0,2
Arghakhanchi,8,25323.44176,0.732407619,4,5,6,355.6564905,7,1,7,4,1,2
Jhapa,11,35659.66802,0.267895732,5,3,35,2230.985913,12,3,11,4,1,1
Nuwakot,4,47878.73766,0.027918347,7,0,47,29218.53083,0,3,11,5,1,0
Mugu,10,32205.29696,0.10306188,6,2,37,21149.84505,1,2,5,2,1,2
Dailekh,2,35404.65119,0.088553719,4,2,49,24058.76552,8,3,12,2,1,0
Dhading,3,25694.47643,0.533667108,4,3,1,4850.812255,11,2,5,3,1,1
Arghakhanchi,6,10812.82836,1.370361547,10,4,42,4039.759921,11,3,6,0,1,0
Gorkha,8,5455.356113,0.94523072,4,4,4,571.3298985,9,3,12,5,0,2
Taplejung,8,29168.22751,0.474477234,1,3,16,9587.513606,9,3,10,2,1,1
Ramechhap,11,36354.23646,0.329069939,5,0,36,7228.929357,8,2,8,5,1,2
Dang,9,27982.16766,0.578464639,8,2,34,27107.91873,4,3,11,3,1,2
Bhojpur,7,6050.768114,0.351990147,7,2,7,17179.3125,2,2,1,1,1,2
Baitadi,2,38222.40149,0.169496629,5,9,42,2337.28492,3,3,3,0,1,1
Khotang,8,61068.87813,0.682157682,3,3,2,65322.17371,13,3,12,5,1,0
Solukhumbu,7,33165.65578,1.239294523,1,5,2,22086.9848,5,3,7,4,1,0
Rukum West,8,25727.51076,0.27996117,7,3,0,19107.21459,12,3,11,0,1,0
Kavrepalanchok,3,34032.09536,1.105346048,3,4,23,3661.976234,6,3,9,1,1,0
Rukum West,7,17329.92249,0.33841143,4,2,44,35332.92263,11,3,10,2,1,1
Kaski,10,16297.61393,0.307832807,5,0,29,9634.551967,13,3,2,2,1,2
Doti,9,42222.62541,0.017239939,8,1,41,5299.978491,12,2,4,5,1,2
Doti,3,50845.14446,0.713015011,7,0,25,15955.92937,10,2,11,3,1,0
Dhanusa,10,32646.42636,0.988603346,9,2,37,3569.137025,5,3,4,2,1,1
Bajhang,6,3419.759238,0.653595778,3,5,42,35718.84612,6,3,11,2,0,1
Taplejung,2,40653.58282,0.098472799,10,3,39,28897.57809,9,3,7,0,1,0
Rolpa,2,68078.11473,0.065415982,1,3,42,9379.843218,14,3,5,1,0,1
Nawalparasi East (Nawalpur),5,31097.62938,0.510384317,1,2,37,3172.994888,8,3,12,4,1,1
Okhaldhunga,5,32154.46759,0.308013548,10,1,43,10292.69635,2,3,11,4,0,1
Kalikot,7,21037.86352,0.3363224,1,3,49,2422.583721,4,2,5,3,0,2
Dolpa,2,42701.66397,2.061477894,2,2,2,4717.556385,9,2,7,1,1,0
Chitwan,11,24264.26457,0.772244565,2,2,12,9887.92378,14,2,12,0,0,2
